window_size,kernel_sizes,hidden_mult,lr,epochs,batch_size,l1_lambda,h_lambda,threshold,SHD_mean,SHD_std,TPR_mean,TPR_std,FDR_mean,FDR_std,Precision_mean,Precision_std,Recall_mean,Recall_std,F1_mean,F1_std,TP_mean,TP_std,FP_mean,FP_std,FN_mean,FN_std,TN_mean,TN_std
10,"[3, 5, 10]",8,0.01,30,64,0.001,0.5,0.03,135.33333333333334,14.383632673594278,0.6714087809036657,0.07920271711026658,0.7847771316478173,0.027923999232982763,0.21522286835218266,0.027923999232982794,0.6714087809036657,0.07920271711026658,0.32484373127059446,0.03625058590398849,32.333333333333336,2.8674417556808756,119.33333333333333,14.522013940527977,16.0,4.242640687119285,232.33333333333334,13.097921802925667
10,"[2, 4, 8, 10]",8,0.005,30,64,0.0005,0.5,0.03,162.66666666666666,12.684198393626966,0.8012929809605001,0.05026716383287638,0.7972441304268448,0.019586030956076785,0.20275586957315517,0.0195860309560768,0.8012929809605001,0.05026716383287638,0.3232249421507733,0.026950084493335708,38.666666666666664,1.8856180831641267,153.0,11.86029791643813,9.666666666666666,2.6246692913372702,198.66666666666666,10.873004286866728
10,"[3, 5, 10]",8,0.005,30,64,0.0005,0.5,0.03,163.0,13.140268896284683,0.7455420574026713,0.0748254916820036,0.8061320543762386,0.025995361932421943,0.19386794562376145,0.025995361932421943,0.7455420574026713,0.0748254916820036,0.30733539865183396,0.037512598267147604,36.0,3.559026084010437,150.66666666666666,11.14550233153366,12.333333333333334,3.681787005729087,201.0,9.797958971132712
10,"[3, 5, 10]",8,0.01,30,64,0.0005,0.5,0.03,169.66666666666666,18.55322673343433,0.7588270815572605,0.022210100399269125,0.8096240179573512,0.024397668928054946,0.19037598204264872,0.024397668928054977,0.7588270815572605,0.022210100399269125,0.30376161945221286,0.032043505757829154,36.666666666666664,1.699673171197595,158.0,18.01850900231944,11.666666666666666,1.247219128924647,193.66666666666666,17.016332024133625
10,"[3, 5, 10]",8,0.005,30,64,0.0005,0.5,0.03,166.66666666666666,8.9566858950296,0.7462524865018473,0.08246723668816165,0.810563397899387,0.018998288913665153,0.18943660210061308,0.018998288913665153,0.7462524865018473,0.08246723668816165,0.3016738473180973,0.027939622035435853,36.0,3.559026084010437,154.33333333333334,10.274023338281626,12.333333333333334,4.109609335312651,197.33333333333334,8.219218670625303
10,"[3, 5, 10]",8,0.01,30,64,0.0005,0.5,0.03,172.66666666666666,19.68643074697787,0.7521845694799659,0.048517633030745376,0.8133381841008959,0.027582134449506805,0.18666181589910402,0.02758213444950682,0.7521845694799659,0.048517633030745376,0.29846131722749497,0.037755795802382565,36.333333333333336,2.494438257849294,160.66666666666666,18.372685039360892,12.0,2.449489742783178,191.0,17.204650534085253
10,"[3, 5, 10]",8,0.01,30,64,0.005,0.5,0.1,42.666666666666664,2.494438257849294,0.1862389883489628,0.015657912142903827,0.2692307692307692,0.07327533418582156,0.7307692307692307,0.07327533418582159,0.1862389883489628,0.015657912142903827,0.29681513409961685,0.025915781635432684,9.0,0.816496580927726,3.3333333333333335,0.9428090415820634,39.333333333333336,1.8856180831641267,348.3333333333333,2.357022603955158
10,"[2, 4, 8, 10]",8,0.01,30,64,0.0005,0.5,0.03,176.33333333333334,14.613540144521982,0.7663753907360046,0.04808720818942811,0.8156756574002554,0.02060394644298951,0.1843243425997446,0.020603946442989504,0.7663753907360046,0.04808720818942811,0.2967957343716555,0.02889912614751547,37.0,2.160246899469287,165.0,13.490737563232042,11.333333333333334,2.494438257849294,186.66666666666666,12.472191289246473
10,"[2, 4, 8, 10]",8,0.01,30,64,0.005,0.5,0.1,42.333333333333336,3.39934634239519,0.17306052855924978,0.016468475933828667,0.20875420875420878,0.092699662612365,0.7912457912457912,0.09269966261236502,0.17306052855924978,0.016468475933828667,0.2834864940128098,0.025315105936760816,8.333333333333334,0.4714045207910317,2.3333333333333335,1.247219128924647,40.0,2.449489742783178,349.3333333333333,3.091206165165235
10,"[3, 5, 10]",8,0.01,30,64,0.005,0.5,0.1,43.333333333333336,2.8674417556808756,0.15958013640238702,0.025746084347346713,0.25740740740740736,0.032181754068486605,0.7425925925925926,0.03218175406848663,0.15958013640238702,0.025746084347346713,0.2618223531317459,0.034934914748801844,7.666666666666667,0.9428090415820634,2.6666666666666665,0.4714045207910317,40.666666666666664,2.8674417556808756,349.0,2.160246899469287
10,"[2, 4, 8, 10]",8,0.005,30,64,0.005,0.5,0.1,43.0,3.7416573867739413,0.1388533674339301,0.024972012323615744,0.14814814814814814,0.13857990321384966,0.8518518518518517,0.1385799032138497,0.1388533674339301,0.024972012323615744,0.23771043771043773,0.03869564417120175,6.666666666666667,0.9428090415820634,1.3333333333333333,1.247219128924647,41.666666666666664,2.8674417556808756,350.3333333333333,3.091206165165235
10,"[3, 5, 10]",8,0.005,30,64,0.005,0.5,0.1,43.0,2.160246899469287,0.1381429383347542,0.011111460869293164,0.14814814814814814,0.10475656017578482,0.8518518518518517,0.10475656017578482,0.1381429383347542,0.011111460869293164,0.23670033670033672,0.0134089614489831,6.666666666666667,0.4714045207910317,1.3333333333333333,0.9428090415820634,41.666666666666664,2.0548046676563256,350.3333333333333,2.357022603955158
10,"[3, 5, 10]",8,0.005,30,64,0.005,0.5,0.1,44.0,2.160246899469287,0.1316069906223359,0.014849582696586145,0.20454545454545456,0.15189346708911683,0.7954545454545454,0.15189346708911683,0.1316069906223359,0.014849582696586145,0.22374202927280537,0.01727142578925724,6.333333333333333,0.4714045207910317,2.0,1.632993161855452,42.0,2.449489742783178,349.6666666666667,2.0548046676563256
